Rating,Review_title,Review_comment,Sentiment
5,Great,"The bed is comfortable .The worker are very friendly and helpful.
Food is so good and yummy.They have free breakfast buffet in the morning.My kids enjoyed the food, sprees juice and pizza.Swimming pool is amazing.They have the best sauna.They have really good macchiato.
Love it love it!
I wish they have bath tub .They have tiny standing shower room",Positive
4.5,Great modern hotel in Addis Ababa.,"Clean, good and modern facilities. Staff is very friendly and courteous.
Location is not very close to attractions/meeting areas. Non-Ethiopian food in the restaurant is of marginal quality.",Positive
4.5,"Great swimming pool, fitness centre, steam room and sauna with great opening hours, great staff.","Great swimming pool and fitness centre and steam room and sauna, with incredible opening hours, particularly suited to a business traveler. Super-friendly and obliging staff. Highly recommended",Positive
4,Overall it was good except the elevator issues,"The breakfast, customer service, cleanliness and most of the facilities are very good.
The elevator got locked on us and we stayed in there for about 30 minutes. It took a long time for a technician to open it manually. It is also very small elevator compared to others and has shortage of air inside. In addition, I think the room price is too high. I hope it will be improved in the future.",Positive
4.5,"the right place to stay. best internet connection in addis, good food and good sport and spa facilities","the spa and the food the quality the people
the area is not the best , distance to airport is a bit far",Positive
5,it was greate experience,"almost every
you have to walk a distance outside the building to go to the spa. not good when you are tired and when it is raining",Positive
5,Exceptional,Clean and comfy room. Exceptional service by everyone. Nothing,Positive
4,Very good,New hotel with all the facilities you need with free shuttle to and from the airport.,Positive
5,Only a one night stay . I wish it had been longer,Had early breakfast. Choice was amazing.,Positive
4.5,Superb,Everything was great. I would like to advise everyone to visit this location,Positive
4.5,Superb,"Everything is perfect 
Room light is not enough if it is more light, which will be wonderful. Otherwise, everything is perfect and nice",Positive
5,Exceptional,"excellent service, clean",Positive
4.5,Superb,Clean room with friendly and attentive staff.,Positive
4,"Exceptional, professional staff",The politeness of the the staff. Nothing so far,Positive
4.5,Superb,"something missing in this hotel . there is no spa(steam sauna , we need steam sauna or spa",Positive
5,Exceptional,"Swimming,room,breakfast and staff's response IÂve excellent. Swimming,room,breakfast and staff's",Positive
4,"One of the best places to stay in Addis Ababa, will definitely come back. Highly recommended","The hotel is brand new and very inviting. The staff is very welcoming and helpful. You feel very safe and secure in and around the hotel. Airport shuttle service great, very friendly and helpful drivers.
If you order room service food sometimes not warm. General literature about hotel's amenities, room service menu, etc missing in the suite. Bar inside the suite should have a fridge and more glasses for drinks as well as towels to dry dishes.",Positive
0.5,Bad,"The pool is why we stayed
But everyone had to wear a pool cap as a man from USA we don't wear pool caps as a world traveler Noone ever asked me to wear a pool cap my wife had long braids so it would not fit so the weekend was ruined this is something you should state on your website
My rate for you 0 2 day weekend ruined we only came because of the pool",Negative
3,Pleasant,I have a dislike for the front desk.,Neutral
1.5,Poor,Lounge/bar service bad,Negative
3.5,It is very disappointing that till now booking.com nor the hotel refunded the advance payment.,"good
Upon my checkin on 9th July I was told by the Assistant Front Office Manager Mr Awet Ghirmy that the advance payment of ETB 35,566.30 charged from my ADCB debit account was never received by the hotel and I had to pay again. This money has to be returned back to me. Your assistance it this matter will be appreciated",Positive
1.5,Poor,the staff were horrible to us,Negative
3,Very Nice property but far from the activities,"The staff were very helpful especially the marketing lady Keroli who gave us a very nice tour of the hotel premises
The breakfast was below expectations especially the bread was very dull and dead",Neutral
0.5,Bad,"It is a beautiful luxury hotel, everything is new.
The hotel has not had internet for 6 days, elevators was not working for 2 days, the TV in the room doesn't work, the phones in the room doesn't work, the treadmill in their gym doesn't work. As this trip was work trip, it was impossible to get some work done. The hotel staff kept promising how internet issues will be fixed by 8 AM, then by 12..
When I asked to cancel my reservation for the remaining days that I had left, they refused to reimburse me. I had make a new booking at another hotel. I still have not been reimbursed even though the manager promised I would get my money as soon as they receive email, booking.com has sent several emails and no response from Haile Grand.",Negative
2,Disappointing,You have added billing that we do not disable at checkout,Negative
5,I loved it,Very clean and beautiful.. Very chilled place.,Positive
5,Exceptional,"Sehr sauberes sehr schÃ¶nes gepflegtes Hotel mit groÃem Pool und Spa Bereich, die Zimmer sind sehr schÃ¶n, das Bad sehr komfortabel, das FrÃ¼hstÃ¼ck sehr gut, Essen bestens, im Bistro gibt es Pizza und Co
Die Lage ist etwas auÃerhalb von Addis und man braucht lange bis in die Stadt",Positive
5,Exceptional,"L'accueil du personnels Ã©tait parfait, personnes trÃ¨s gentille et Ã  l'Ã©coute
Dommage qu'une grosse pelteuse Ã©tait en travaux juste derriÃ¨re notre chambre, bruit de pelteuse tout la matinÃ©e.",Positive
4,Very good,very good,Positive
5,top,"Personal war super, sowie das Hotel
Ausblick aus dem Hotelzimmer",Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
4.5,Superb,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Fabolous,,Positive
4,Very good,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
4,Very good,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
0.5,Good,,Negative
3,Pleasant,,Neutral
3,Pleasant,,Neutral
0.5,Bad,,Negative
3.5,Good,,Positive
1,Very poor,,Negative
3.5,Good,They only let you smoke outside of parking very far in the street even though there are ashtrays,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
4,Very good,,Positive
4.5,Superb,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
4,Very good,,Positive
2.5,Passable,,Negative
5,Exceptional,Very courteous and friendly service. Nice spa facilities. Delicious breakfast,Positive
5,My stay at the Haile Grand Addis was a truly memorable experience for my first visit to Ethiopia.,"My stay at the Haile Grand Addis Hotel was nothing short of exceptional. From the opulent decor to the impeccable service, every aspect exuded luxury. The rooms offered great views including great views of Addis Ababa at night, complemented by indulgent amenities that truly enhanced the experience. For anyone seeking a blend of comfort and sophistication, the Haile Grand Addis Hotel is the perfect choice, offering unparalleled value for a luxurious stay.",Positive
5,It was amazing! Great location and friendly staff. Beautiful rooms,"Our stay at Haile Grand was more than a stay, it was an experience. The staff were so friendly, they helped us book taxis, there was a traditional dance group for the evening, the rooms are amazing and we definitely enjoyed our stay. I would highly recommend Haile Grand",Positive
5,"You, feel, welcomed, with great smiles. Their customer services is one of the best. The all time are there to make your","Beautiful, very modern and still charming of old building. Very spacious in bright feels luxurious and safe. Once you are outside the hotel feels bit unsafe. This luxury is building is the opposite reality what regular Ethiopian go through..So, area can feel unsafe, however ethopian people are extremely friendly and very welcoming",Positive
5,"I had the best time, staying at this hotel, everyone are very friendly, welcoming, respectful, willing go above and beyo","The hotel is beautiful, from decoration to layout of the rooms, lighting and very spacious. Extremely clean. You, feel very secure. The steps going up to spa are can be challenging if you are tired. However, it can keep you fit. Dont need to go to the gym.",Positive
5,it was a exelet stay.,"the location , customer service, brekafast and staff",Positive
5,Exceptional,Everything absolutely lovely place customer experience 11/10. Elevator was a bit worrying,Positive
4,Good experience but for the cost of staying there Id rather go to another property,"Amazing location, cleanliness, staff, sauna and steam rooms, pool. Rooms were great, view is great from rooms. Staff were outstanding. Food taste couldve been better. Tasted bland and for the price the property charges youd expect the meal to be exceptional but it fell short. My significant other had a terrible experience at the spa for a message session booked with their spa team. We explained our experience to them and the attempted to recover with a free supper experience but as mentioned above the meal just falls short every time. It really bothers me to write this cause the staff is so kind and tentative so I have to give them the credit for trying.",Positive
5,Exceptional,Try to make Indian food. Also provide smoking rooms for smokers if requested. Without balcony is not good,Positive
4,Great hotel with great staff and good value for money,Great welcoming and helpful staff. Noisy construction works next door Intermittent power cuts on one day during stay,Positive
4,Too much noise by the house keeping staff early in the morning,the front desk employes,Positive
5,Enjoyed our stay,Customer service. Clean,Positive
5,Exceptional,"When we talk about Haile hotel and resorts we talk about the staffs. The staff were friendly, and the room was beyond comfortable."" JUST AMAZING !!!",Positive
5,Exceptional,Hotel Is very good and clean and Good restaurant and food,Positive
5,My stay was lovely and awesome,The property was very clean. Staff was very helpful. The food was good. Whatever you asked for you were commentated with.,Positive
5,Very good. We loved our stay after 3 weeks of voluntary work in Ethiopia,Everything,Positive
5,Exceptional,Outstanding. The local dish is a bonus,Positive
5,Hospitality in real,There hospitality is beyond my expectations. Keep up the good work Hale's. ,Positive
4,satisfying,"Breakfast was full of amazing food, both rich in quantity and taste. It was beyond my expectation.",Positive
4.5,The staff very careful and helpful,At all is good. The lift very slow and scary,Positive
5,My stay at Haile Grand Addis was Lovely. The room was comfortable and clean and the meals were great,The breakfast was good. a variety to choose from,Positive
4.5,"Nice stay, best place to stay in Addis","I recently had the pleasure of staying at the Haile Grand Addis Hotel, and I must say, it exceeded all my expectations. From the moment I arrived, I was impressed by the excellent service provided by the staff. Not only were they professional and attentive, but they also seemed genuinely happy to be working there, which created a warm and welcoming atmosphere throughout my stay. One aspect that particularly stood out to me was the cleanliness of the hotel. The rooms were immaculate, and the common areas were always well-maintained. It's evident that the hotel takes great pride in ensuring a high standard of cleanliness for its guests. Furthermore, I was impressed by the availability and willingness of the staff to assist with any requests or inquiries. Whether it was the shuttle driver who ensured smooth transportation, the room service staff who provided prompt and delicious meals, the receptionist who was always helpful and accommodating, or the cleaners who kept the rooms spotless, everyone went above and beyond to ensure a comfortable and enjoyable stay. The Haile Grand Addis Hotel truly provides international tourism standards that rival many other places I've stayed in Addis Ababa. It's evident that they prioritize the satisfaction of their guests, and it shows in every aspect of their service. Overall, my experience at Haile Grand Addis Hotel was exceptional, and I would not hesitate to return or recommend it to others. If you're looking for a hotel that combines excellent service, cleanliness, and genuine hospitality, this is the place to stay.",Positive
4.5,"Great place to stay, I would stay again","Location an view were great. The staff was exceptional. The spa with barber, excercise, massage, etc. were great as was the pool. The food was good but not exceptional. The soups were good",Positive
5,My best experience with Hile Grand,".Everything. From entering the hotel until we checked out
The hotel location The entire staff customers service The rooms cleanness and the Restaurant food was excellent. For sure we will come back.",Positive
4.5,It was worth it!,The warm welcome. The complementary services. The breakfast. Some elevator issues,Positive
5,My family has enjoyed everything,Excellent staff and excellent food.,Positive
5,Exceptional,Excellent Staff,Positive
5,"We had a fantastic time at Haile Grand Addis Ababa Resort, highly recommended!","We love the breakfast; there is a variety of delicious food selections that suit your taste. Also, make sure to visit Alem Elfegn/??? ???? for an enjoyable experience with Ethiopian traditional food, coffee, tej/??, and the addition of Ethiopian traditional music and dances/?????. The location is perfect, and all the staff members were kind, providing wonderful service during our stay.",Positive
4.5,cool,fitness. restaurant could have more european menu,Positive
5,Exceptional,"The hotel was the perfect chose! On coming back in the evening I had a feeling of coming home - that's how welcoming the atmosphere is! I liked that the hotel has everything one needs: restaurants, amazing RockView Cafe, swimming pool and so on. Special appreciation for beautiful fresh flowers everywhere.",Positive
5,Exceptional,The breakfast was great and the staff was amazing.,Positive
4.5,stop-over for airport travel,"nice hotel, friendly helpfull staff",Positive
4,Very good,"Staff, Service, Facilities, Spa, Swimming pool, Room, Arrival, Check out, Traditional restaurant
Breakfast presentation at the room",Positive
5,Excellent world class facility and service.,Very clean and well lit facility. Incredibly friendly staff. Great food choice. Well thought use of the landscape. The lifts need fixing or upgrading.,Positive
4.5,Worth staying many more times,"Staff, Small swimming pool",Positive
4.5,Amazing,"The staff professionalism, kindness and readiness to help was notable. Particularly a staff by the name Yemi at the front office. She served with a smile, got me all the help I needed; everyday! She went way up and above to make sure my stay was amazing.",Positive
5,Great,"The bed is comfortable .The worker are very friendly and helpful.
Food is so good and yummy.They have free breakfast buffet in the morning.My kids enjoyed the food, sprees juice and pizza.Swimming pool is amazing.They have the best sauna.They have really good macchiato.
Love it love it!
I wish they have bath tub .They have tiny standing shower room",Positive
4.5,Great modern hotel in Addis Ababa.,"Clean, good and modern facilities. Staff is very friendly and courteous.
Location is not very close to attractions/meeting areas. Non-Ethiopian food in the restaurant is of marginal quality.",Positive
4.5,"Great swimming pool, fitness centre, steam room and sauna with great opening hours, great staff.","Great swimming pool and fitness centre and steam room and sauna, with incredible opening hours, particularly suited to a business traveler. Super-friendly and obliging staff. Highly recommended",Positive
4,Overall it was good except the elevator issues,"The breakfast, customer service, cleanliness and most of the facilities are very good.
The elevator got locked on us and we stayed in there for about 30 minutes. It took a long time for a technician to open it manually. It is also very small elevator compared to others and has shortage of air inside. In addition, I think the room price is too high. I hope it will be improved in the future.",Positive
4.5,"the right place to stay. best internet connection in addis, good food and good sport and spa facilities","the spa and the food the quality the people
the area is not the best , distance to airport is a bit far",Positive
5,it was greate experience,"almost every
you have to walk a distance outside the building to go to the spa. not good when you are tired and when it is raining",Positive
5,Exceptional,Clean and comfy room. Exceptional service by everyone. Nothing,Positive
4,Very good,New hotel with all the facilities you need with free shuttle to and from the airport.,Positive
5,Only a one night stay . I wish it had been longer,Had early breakfast. Choice was amazing.,Positive
4.5,Superb,Everything was great. I would like to advise everyone to visit this location,Positive
4.5,Superb,"Everything is perfect 
Room light is not enough if it is more light, which will be wonderful. Otherwise, everything is perfect and nice",Positive
5,Exceptional,"excellent service, clean",Positive
4.5,Superb,Clean room with friendly and attentive staff.,Positive
4,"Exceptional, professional staff",The politeness of the the staff. Nothing so far,Positive
4.5,Superb,"something missing in this hotel . there is no spa(steam sauna , we need steam sauna or spa",Positive
5,Exceptional,"Swimming,room,breakfast and staff's response Ive excellent. Swimming,room,breakfast and staff's",Positive
4,"One of the best places to stay in Addis Ababa, will definitely come back. Highly recommended","The hotel is brand new and very inviting. The staff is very welcoming and helpful. You feel very safe and secure in and around the hotel. Airport shuttle service great, very friendly and helpful drivers.
If you order room service food sometimes not warm. General literature about hotel's amenities, room service menu, etc missing in the suite. Bar inside the suite should have a fridge and more glasses for drinks as well as towels to dry dishes.",Positive
0.5,Bad,"The pool is why we stayed
But everyone had to wear a pool cap as a man from USA we don't wear pool caps as a world traveler Noone ever asked me to wear a pool cap my wife had long braids so it would not fit so the weekend was ruined this is something you should state on your website
My rate for you 0 2 day weekend ruined we only came because of the pool",Negative
3,Pleasant,I have a dislike for the front desk.,Neutral
1.5,Poor,Lounge/bar service bad,Negative
0.5,It is very disappointing that till now booking.com nor the hotel refunded the advance payment.,"good
Upon my checkin on 9th July I was told by the Assistant Front Office Manager Mr Awet Ghirmy that the advance payment of ETB 35,566.30 charged from my ADCB debit account was never received by the hotel and I had to pay again. This money has to be returned back to me. Your assistance it this matter will be appreciated",Negative
1.5,Poor,the staff were horrible to us,Negative
3,Very Nice property but far from the activities,"The staff were very helpful especially the marketing lady Keroli who gave us a very nice tour of the hotel premises
The breakfast was below expectations especially the bread was very dull and dead",Neutral
0.5,Bad,"It is a beautiful luxury hotel, everything is new.
The hotel has not had internet for 6 days, elevators was not working for 2 days, the TV in the room doesn't work, the phones in the room doesn't work, the treadmill in their gym doesn't work. As this trip was work trip, it was impossible to get some work done. The hotel staff kept promising how internet issues will be fixed by 8 AM, then by 12..
When I asked to cancel my reservation for the remaining days that I had left, they refused to reimburse me. I had make a new booking at another hotel. I still have not been reimbursed even though the manager promised I would get my money as soon as they receive email, booking.com has sent several emails and no response from Haile Grand.",Negative
2,Disappointing,You have added billing that we do not disable at checkout,Negative
5,I loved it,Very clean and beautiful.. Very chilled place.,Positive
5,Exceptional,"Sehr sauberes sehr schönes gepflegtes Hotel mit großem Pool und Spa Bereich, die Zimmer sind sehr schön, das Bad sehr komfortabel, das Frühstück sehr gut, Essen bestens, im Bistro gibt es Pizza und Co
Die Lage ist etwas außerhalb von Addis und man braucht lange bis in die Stadt",Positive
5,Exceptional,"L'accueil du personnels était parfait, personnes très gentille et à l'écoute
Dommage qu'une grosse pelteuse était en travaux juste derrière notre chambre, bruit de pelteuse tout la matinée.",Positive
4,Very good,very good,Positive
5,top,"Personal war super, sowie das Hotel
Ausblick aus dem Hotelzimmer",Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
4.5,Superb,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Fabolous,,Positive
4,Very good,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
4,Very good,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
