Rating,Review_title,Review_comment
8,Very good,"I like the cleanness of the rooms and the restaurants. The serviceis excellent. The royal level reception starts right at the gate and follows you all the way untill you leave the resort. Steam, sauna and spa are complimentary. Massage is also at very reasonable price. Couple of things i didn't like- i had to book two rooms for family of 5 and i was charged for addtion bed they broght for a kid. This is a bit strange based on experinces in North American where hotles try their best to accomodate their guests. Another strange thing was at the check out you have to wait till someone is sent to check the room. I don't know if that is necessay specially if they have your credit card info. In my opnion, they are expected to trust their guest."
8,Very good,Very good
10,Exceptional,Very attentive staff. Meets our expectations. Everything is good
8,Very good,Very nice and relaxing
8,Very good,"we have been here multiple times over the last few years. It continues to be always clean and neat. The food is improving nicely. Service is many times slow, even now when few people are here in the hotel because of Covid 19. Service staff are very friendly and nice. the gym is cleaner than before and the machines are working. They should close the doors at night to limit mosquitoes in the hotel lobby."
,Very good,"The location on the hill overlooking the lake is good, and the staff and food are also good. However, the front desk does not provide any tourist information such as access to nearby World Heritage sites, so you have to look it up yourself. Since the hotel is in such a good location, it would be nice to have a tour desk. Guests with ample time and budget seem to rent 4WDs and go out on their own. No one staying at this hotel seems to go to the world-famous Konso in a poor local minibus."
8,Very good,"The scenery from the escarpment down to the jungle, 2 lakes and hills in the background is great!"
10,Our best hotel experience in Ethiopia,"Our best hotel experience in Ethiopia. The place is nice with a beautiful view of the 2 lakes. The establishment is recent, well equipped and comfortable. The restaurant is very good too and the staff attentive."
6,Good,Very clean and sharp. Great views. Great help staff
10,Exceptional,Great location and views. Staff very helpful. Good food.
8,Very good,"This new hotel in Arba Minch is beautifully located at the Rift Valley, above the natural reserve forest and the valley lakes. Very nice facilities, good food, and very nice staff. Good opportunities to excursions to the 40 springs, lake Chamo, and Dorze villages."
10,Exceptional,Exceptional
